Time,MW
2018-01-27 19:45:00,57.789948019160555
2018-01-27 19:50:00,61.00634571309103
2018-01-27 19:55:00,41.30550740865838
2018-01-27 20:00:00,51.199192068322354
2018-01-27 20:05:00,52.097474426348526
2018-01-27 20:10:00,47.58446222302535
2018-01-27 20:15:00,44.49106709354236
2018-01-27 20:20:00,52.95988165287611
2018-01-27 20:25:00,52.02113264664448
2018-01-27 20:30:00,56.397114738641314
2018-01-27 20:35:00,48.53285668764902
2018-01-27 20:40:00,35.489552051956565
2018-01-27 20:45:00,42.415118462535034
2018-01-27 20:50:00,37.09076109449585
2018-01-27 20:55:00,38.66321159436296
2018-01-27 21:00:00,29.08733760808952
2018-01-27 21:05:00,36.17682469634162
2018-01-27 21:10:00,36.95372986448866
2018-01-27 21:15:00,32.942621983175364
2018-01-27 21:20:00,34.63431065217451
2018-01-27 21:25:00,34.62626149154758
2018-01-27 21:30:00,34.120071320189865
2018-01-27 21:35:00,37.14998813674113
2018-01-27 21:40:00,39.87926344975719
2018-01-27 21:45:00,40.91055662143363
2018-01-27 21:50:00,28.59300221296661
2018-01-27 21:55:00,43.030253243140606
2018-01-27 22:00:00,48.970875611011486
2018-01-27 22:05:00,45.67028299037688
2018-01-27 22:10:00,42.84400050070503
2018-01-27 22:15:00,50.66873911275386
2018-01-27 22:20:00,48.88261656411835
2018-01-27 22:25:00,44.375649281764
2018-01-27 22:30:00,42.6458226338919
2018-01-27 22:35:00,41.701569091652445
2018-01-27 22:40:00,40.45442952023525
2018-01-27 22:45:00,50.969195838001106
2018-01-27 22:50:00,52.936864772829864
2018-01-27 22:55:00,51.13046199887041
2018-01-27 23:00:00,54.141575862529265
2018-01-27 23:05:00,42.793054668354365
2018-01-27 23:10:00,41.43962928179798
2018-01-27 23:15:00,31.45013095401389
2018-01-27 23:20:00,35.46970016198808
2018-01-27 23:25:00,42.62498192720482
2018-01-27 23:30:00,53.55399477387117
2018-01-27 23:35:00,37.940853663741535
2018-01-27 23:40:00,39.4605357854941
2018-01-27 23:45:00,42.84247917591842
2018-01-27 23:50:00,43.21163345006215
2018-01-27 23:55:00,48.35675613388988
2018-01-28 00:00:00,46.72843800464673
2018-01-28 00:05:00,41.10065275396207
2018-01-28 00:10:00,38.17335100453274
2018-01-28 00:15:00,45.32596269393611
2018-01-28 00:20:00,55.08684814395255
2018-01-28 00:25:00,45.66628194613621
2018-01-28 00:30:00,36.08874775744684
2018-01-28 00:35:00,46.641813843833
2018-01-28 00:40:00,49.649197759964366
2018-01-28 00:45:00,60.05414275806876
2018-01-28 00:50:00,43.096812767844945
2018-01-28 00:55:00,58.574735202709014
2018-01-28 01:00:00,64.36649663832928
2018-01-28 01:05:00,64.4193078462232
2018-01-28 01:10:00,61.800221391002296
2018-01-28 01:15:00,64.33864900208586
2018-01-28 01:20:00,46.28291519401968
2018-01-28 01:25:00,59.815896023106276
2018-01-28 01:30:00,57.1411901625917
2018-01-28 01:35:00,53.76750479104583
2018-01-28 01:40:00,39.17507946390368
2018-01-28 01:45:00,57.43870674718652
2018-01-28 01:50:00,53.95498576235428
2018-01-28 01:55:00,54.5839666012935
2018-01-28 02:00:00,53.09241514187825
2018-01-28 02:05:00,44.39507474488466
2018-01-28 02:10:00,43.58727308576479
2018-01-28 02:15:00,46.16793082444571
2018-01-28 02:20:00,51.819044717422216
2018-01-28 02:25:00,44.362721479756765
2018-01-28 02:30:00,44.03607623885073
2018-01-28 02:35:00,34.06781224073576
2018-01-28 02:40:00,50.68966723261425
2018-01-28 02:45:00,39.00376305744185
2018-01-28 02:50:00,35.04801881165623
2018-01-28 02:55:00,44.827038491894065
2018-01-28 03:00:00,36.903371694771316
2018-01-28 03:05:00,39.45831985838084
2018-01-28 03:10:00,40.168152975586146
2018-01-28 03:15:00,38.164531725315
2018-01-28 03:20:00,39.705636572322994
2018-01-28 03:25:00,31.89980193103584
2018-01-28 03:30:00,33.969328950647856
2018-01-28 03:35:00,38.45697384185511
2018-01-28 03:40:00,50.924148257178985
2018-01-28 03:45:00,40.62305158306416
2018-01-28 03:50:00,43.028365087758154
2018-01-28 03:55:00,30.025104808918314
2018-01-28 04:00:00,34.79506236060663
2018-01-28 04:05:00,27.90207325574268
2018-01-28 04:10:00,41.00121815303276
2018-01-28 04:15:00,47.779838810335725
2018-01-28 04:20:00,46.68377240466323
2018-01-28 04:25:00,57.82016230333414
2018-01-28 04:30:00,61.368007971944856
2018-01-28 04:35:00,51.82502200977581
2018-01-28 04:40:00,50.46613885104
2018-01-28 04:45:00,50.657861614581606
2018-01-28 04:50:00,49.76078097584889
2018-01-28 04:55:00,50.169375776242255
2018-01-28 05:00:00,50.02269599215862
2018-01-28 05:05:00,52.989076691266334
2018-01-28 05:10:00,48.284274413694625
2018-01-28 05:15:00,51.80331824599382
2018-01-28 05:20:00,47.54294773593455
2018-01-28 05:25:00,47.30889305029471
2018-01-28 05:30:00,53.046859924238454
2018-01-28 05:35:00,50.90274968883792
2018-01-28 05:40:00,45.895120949408685
2018-01-28 05:45:00,47.45381180422735
2018-01-28 05:50:00,48.47338722655473
2018-01-28 05:55:00,46.42435017855821
2018-01-28 06:00:00,48.2770734300944
2018-01-28 06:05:00,46.4488995763778
2018-01-28 06:10:00,46.531622232503906
2018-01-28 06:15:00,55.81692336504318
2018-01-28 06:20:00,58.90386682804531
2018-01-28 06:25:00,55.66530063319071
2018-01-28 06:30:00,60.92501923778882
2018-01-28 06:35:00,61.50852982590677
2018-01-28 06:40:00,63.379904156629344
2018-01-28 06:45:00,71.05490881437359
2018-01-28 06:50:00,67.57299112314813
2018-01-28 06:55:00,67.22255280791163
2018-01-28 07:00:00,64.81732672711624
2018-01-28 07:05:00,69.34858022165847
2018-01-28 07:10:00,89.76413882831412
2018-01-28 07:15:00,74.72221326031342
2018-01-28 07:20:00,82.57778284536366
2018-01-28 07:25:00,72.68853437474682
2018-01-28 07:30:00,69.20923491994463
2018-01-28 07:35:00,56.79824286556699
2018-01-28 07:40:00,66.91463674249374
2018-01-28 07:45:00,68.5586870240471
2018-01-28 07:50:00,73.86726644177868
2018-01-28 07:55:00,68.09184271914003
2018-01-28 08:00:00,66.37415094112973
2018-01-28 08:05:00,54.0786784612791
2018-01-28 08:10:00,67.73128449030634
2018-01-28 08:15:00,64.53432000992473
2018-01-28 08:20:00,65.44637114426081
2018-01-28 08:25:00,72.25095798310245
2018-01-28 08:30:00,67.05701982462082
2018-01-28 08:35:00,64.13109685204712
2018-01-28 08:40:00,66.64360253156359
2018-01-28 08:45:00,56.860389120523784
2018-01-28 08:50:00,64.58884796423905
2018-01-28 08:55:00,73.57722948375479
2018-01-28 09:00:00,79.07607938235508
2018-01-28 09:05:00,69.28531358792044
2018-01-28 09:10:00,74.51134934513546
2018-01-28 09:15:00,74.99211648623218
2018-01-28 09:20:00,72.13372742041412
2018-01-28 09:25:00,66.85071781096224
2018-01-28 09:30:00,65.95120501566674
2018-01-28 09:35:00,74.39009970802657
2018-01-28 09:40:00,71.75934137284267
2018-01-28 09:45:00,70.59272296684338
2018-01-28 09:50:00,68.63233134868648
2018-01-28 09:55:00,72.73815165831378
2018-01-28 10:00:00,71.8696542651847
2018-01-28 10:05:00,71.56977532184106
2018-01-28 10:10:00,67.50066356862169
2018-01-28 10:15:00,69.40897547169298
2018-01-28 10:20:00,70.68030873622013
2018-01-28 10:25:00,75.44524619854111
2018-01-28 10:30:00,66.6018966784226
2018-01-28 10:35:00,70.79872525675204
2018-01-28 10:40:00,69.41604495606657
2018-01-28 10:45:00,75.02155504108019
2018-01-28 10:50:00,72.11622195084266
2018-01-28 10:55:00,84.62563438605366
2018-01-28 11:00:00,67.99553972894006
2018-01-28 11:05:00,83.75932549986109
2018-01-28 11:10:00,77.25808389154763
2018-01-28 11:15:00,83.36576656619137
2018-01-28 11:20:00,87.84526288870339
2018-01-28 11:25:00,80.68713625687307
2018-01-28 11:30:00,79.17496955747421
2018-01-28 11:35:00,87.40897030226559
2018-01-28 11:40:00,83.68789472462535
2018-01-28 11:45:00,89.86179933325806
2018-01-28 11:50:00,91.53129966593139
2018-01-28 11:55:00,88.98226904068413
2018-01-28 12:00:00,101.68252607454832
2018-01-28 12:05:00,89.2244315287881
2018-01-28 12:10:00,87.16346443990545
2018-01-28 12:15:00,95.06270509742473
2018-01-28 12:20:00,96.37416597374279
2018-01-28 12:25:00,97.93006441654408
2018-01-28 12:30:00,102.35582760088363
2018-01-28 12:35:00,105.90373768419205
2018-01-28 12:40:00,98.20904195181103
2018-01-28 12:45:00,98.05028083828296
2018-01-28 12:50:00,96.33353064180592
2018-01-28 12:55:00,96.27535068902816
2018-01-28 13:00:00,101.72031269735312
2018-01-28 13:05:00,93.81005363653605
2018-01-28 13:10:00,98.1490071011073
2018-01-28 13:15:00,100.02143677641453
2018-01-28 13:20:00,106.65958801294148
2018-01-28 13:25:00,98.7705404703536
2018-01-28 13:30:00,103.21795830770803
2018-01-28 13:35:00,96.91846149749954
2018-01-28 13:40:00,103.01935975350816
2018-01-28 13:45:00,103.4660311139156
2018-01-28 13:50:00,99.38855636451021
2018-01-28 13:55:00,99.62612431681104
2018-01-28 14:00:00,101.92802799146445
2018-01-28 14:05:00,100.8368620267968
2018-01-28 14:10:00,95.92493242325546
2018-01-28 14:15:00,94.81108407054265
2018-01-28 14:20:00,96.8390996695559
2018-01-28 14:25:00,100.39289572892883
2018-01-28 14:30:00,94.80944599189026
2018-01-28 14:35:00,98.73783473780757
2018-01-28 14:40:00,96.32559957277053
2018-01-28 14:45:00,98.22528205481157
2018-01-28 14:50:00,100.40126141345276
2018-01-28 14:55:00,91.0015525523452
2018-01-28 15:00:00,99.85476185015504
2018-01-28 15:05:00,96.6292758267822
2018-01-28 15:10:00,90.10664526214272
2018-01-28 15:15:00,92.81213048205417
2018-01-28 15:20:00,91.41735422914626
2018-01-28 15:25:00,95.09912117725627
2018-01-28 15:30:00,95.92528290802282
2018-01-28 15:35:00,97.17935239428132
2018-01-28 15:40:00,76.55959885036337
2018-01-28 15:45:00,92.0603823872103
2018-01-28 15:50:00,95.94435945780764
2018-01-28 15:55:00,98.37908896607428
2018-01-28 16:00:00,101.62611710983926
2018-01-28 16:05:00,105.35385849844901
2018-01-28 16:10:00,102.36031891826099
2018-01-28 16:15:00,100.14937686924833
2018-01-28 16:20:00,95.3784752700828
2018-01-28 16:25:00,101.31997938568688
2018-01-28 16:30:00,90.04187254265203
2018-01-28 16:35:00,106.38439624680134
2018-01-28 16:40:00,93.25879468944827
2018-01-28 16:45:00,96.66338152785049
2018-01-28 16:50:00,96.21076125025316
2018-01-28 16:55:00,100.3865888468115
2018-01-28 17:00:00,94.97403865624904
2018-01-28 17:05:00,109.98616543326881
2018-01-28 17:10:00,105.6462698768167
2018-01-28 17:15:00,99.42587365113815
2018-01-28 17:20:00,118.27889312390946
2018-01-28 17:25:00,100.91475198371795
2018-01-28 17:30:00,104.03418079580938
2018-01-28 17:35:00,96.23499766324852
2018-01-28 17:40:00,93.9929475514105
2018-01-28 17:45:00,94.8463306023422
2018-01-28 17:50:00,100.44452194777097
2018-01-28 17:55:00,94.40352611359103
2018-01-28 18:00:00,99.52128355861313
2018-01-28 18:05:00,104.38116710709576
2018-01-28 18:10:00,101.25069364843257
2018-01-28 18:15:00,93.33423288381503
2018-01-28 18:20:00,90.32829041350045
2018-01-28 18:25:00,96.04638490679947
2018-01-28 18:30:00,86.53754453430982
2018-01-28 18:35:00,89.27859682982863
2018-01-28 18:40:00,85.35471978063478
2018-01-28 18:45:00,84.89336573408191
2018-01-28 18:50:00,84.89184344789679
2018-01-28 18:55:00,87.52100411454911
2018-01-28 19:00:00,85.50577802049808
2018-01-28 19:05:00,82.40962630714934
2018-01-28 19:10:00,84.25988062124235
2018-01-28 19:15:00,85.91173464526851
2018-01-28 19:20:00,90.7724470899021
2018-01-28 19:25:00,74.4001699135455
2018-01-28 19:30:00,81.70381564407649
2018-01-28 19:35:00,89.93283167426044
2018-01-28 19:40:00,87.14846072655897
2018-01-28 19:45:00,90.95017635102276
2018-01-28 19:50:00,87.12429315699788
2018-01-28 19:55:00,87.55941578742697
2018-01-28 20:00:00,91.48416102775234
2018-01-28 20:05:00,95.33558008531834
2018-01-28 20:10:00,93.24856598221885
2018-01-28 20:15:00,91.67928654966397
2018-01-28 20:20:00,92.08035854353625
2018-01-28 20:25:00,91.85273648837602
2018-01-28 20:30:00,103.33556768406052
2018-01-28 20:35:00,90.29168607804603
2018-01-28 20:40:00,90.4959304538373
2018-01-28 20:45:00,84.8968942255359
2018-01-28 20:50:00,88.33914161687034
2018-01-28 20:55:00,78.02901186647628
2018-01-28 21:00:00,72.20684380317842
2018-01-28 21:05:00,76.96873059347267
2018-01-28 21:10:00,85.10991763968799
2018-01-28 21:15:00,70.36506624958857
2018-01-28 21:20:00,71.0132209742464
2018-01-28 21:25:00,69.29760993207957
2018-01-28 21:30:00,71.28156523104651
2018-01-28 21:35:00,66.60241211725877
2018-01-28 21:40:00,67.36538271308919
2018-01-28 21:45:00,64.67514810031484
2018-01-28 21:50:00,62.376243897086646
2018-01-28 21:55:00,62.274283075852004
2018-01-28 22:00:00,64.18699159949388
2018-01-28 22:05:00,81.64655700837987
2018-01-28 22:10:00,71.49951558440407
2018-01-28 22:15:00,76.55690481677739
2018-01-28 22:20:00,83.92567114981881
2018-01-28 22:25:00,102.954353285891
2018-01-28 22:30:00,100.76107575809019
2018-01-28 22:35:00,112.83970643925352
2018-01-28 22:40:00,112.18255566388297
2018-01-28 22:45:00,103.08810971871823
2018-01-28 22:50:00,96.06604171815495
2018-01-28 22:55:00,87.93117578521513
2018-01-28 23:00:00,82.04599073374354
2018-01-28 23:05:00,71.29691984825695
2018-01-28 23:10:00,71.73723402065148
2018-01-28 23:15:00,68.06215619496503
2018-01-28 23:20:00,78.77129497055503
2018-01-28 23:25:00,66.27651613421153
2018-01-28 23:30:00,75.27051423793705
2018-01-28 23:35:00,56.71069822989269
2018-01-28 23:40:00,66.48459103302432
2018-01-28 23:45:00,70.59395769733504
2018-01-28 23:50:00,72.26812580970496
2018-01-28 23:55:00,67.028749718104
2018-01-29 00:00:00,60.69991285853568
2018-01-29 00:05:00,66.11857960324201
2018-01-29 00:10:00,67.24549384338546
2018-01-29 00:15:00,68.95102145939896
2018-01-29 00:20:00,69.88822730898126
2018-01-29 00:25:00,73.40731027463336
2018-01-29 00:30:00,78.9084173274617
2018-01-29 00:35:00,79.47842496884456
2018-01-29 00:40:00,77.39179261428251
2018-01-29 00:45:00,77.75465976303717
2018-01-29 00:50:00,90.59348471500876
2018-01-29 00:55:00,78.41133511875407
2018-01-29 01:00:00,71.54239126982645
2018-01-29 01:05:00,73.93167953723076
2018-01-29 01:10:00,63.7230366583444
2018-01-29 01:15:00,70.90222375329812
2018-01-29 01:20:00,78.95593215450371
2018-01-29 01:25:00,80.3538088908018
2018-01-29 01:30:00,76.29034972950478
2018-01-29 01:35:00,80.05214724088457
2018-01-29 01:40:00,90.71260419924735
2018-01-29 01:45:00,85.48905229698934
2018-01-29 01:50:00,77.7555243471069
2018-01-29 01:55:00,71.71039504571172
2018-01-29 02:00:00,86.24378451241958
2018-01-29 02:05:00,83.4032064939869
2018-01-29 02:10:00,95.69817208211434
2018-01-29 02:15:00,98.82435913913388
2018-01-29 02:20:00,97.07204282248078
2018-01-29 02:25:00,86.8643316792547
2018-01-29 02:30:00,84.26907253681134
2018-01-29 02:35:00,76.74494511495813
2018-01-29 02:40:00,91.66576232735679
2018-01-29 02:45:00,76.38476354848558
2018-01-29 02:50:00,77.6202571729856
2018-01-29 02:55:00,84.24433768127822
2018-01-29 03:00:00,84.66717525936575
2018-01-29 03:05:00,76.92672774373408
2018-01-29 03:10:00,85.74550602243448
2018-01-29 03:15:00,76.61190287653295
2018-01-29 03:20:00,87.3284698441112
2018-01-29 03:25:00,80.9903702769439
2018-01-29 03:30:00,88.11681433580134
2018-01-29 03:35:00,93.17379617535768
2018-01-29 03:40:00,91.27853441486657
2018-01-29 03:45:00,92.00628111927949
2018-01-29 03:50:00,85.10928772496038
2018-01-29 03:55:00,93.0301144611174
2018-01-29 04:00:00,89.41433080885338
2018-01-29 04:05:00,93.48565410893637
2018-01-29 04:10:00,86.9898425376189
2018-01-29 04:15:00,91.8586422859931
2018-01-29 04:20:00,87.70069569729168
2018-01-29 04:25:00,96.1139415658765
2018-01-29 04:30:00,79.9941135028046
2018-01-29 04:35:00,85.34748459588512
2018-01-29 04:40:00,80.55528830787817
2018-01-29 04:45:00,97.0229050430729
2018-01-29 04:50:00,94.62996494128905
2018-01-29 04:55:00,89.04286545863896
2018-01-29 05:00:00,92.77773934679021
2018-01-29 05:05:00,93.23510626182618
2018-01-29 05:10:00,93.37437056395652
2018-01-29 05:15:00,91.75767977191796
2018-01-29 05:20:00,104.23432362773927
2018-01-29 05:25:00,90.20372645938497
2018-01-29 05:30:00,95.59038172627127
2018-01-29 05:35:00,93.1521033358187
2018-01-29 05:40:00,94.51801271163013
2018-01-29 05:45:00,91.52975470076821
2018-01-29 05:50:00,104.92384090629147
